organic_modifier_percentage,organic_modifier,additive,additive_concentration_mM,pH_aq,name,logIE,instrument,source,logIE_pred,error_abs,viscosity,surface_tension,polarity_index,pH.aq.,NH4,SPLIT,solvent,SMILES
100,MeCN,ammonia,52,10.5,naphthalenesulfonic acid,1.51,Agilent 6495,ESI,1.42378083,0.08621917,0.28,27.86,5.8,10.5,1,TRUE,"MeCN/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",c1ccc2c(c1)cccc2S(=O)(=O)O
100,MeCN,ammonia,52,10.5,"4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol",2.49,Agilent 6495,ESI,2.452766041,0.037233959,0.28,27.86,5.8,10.5,1,TRUE,"MeCN/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",c1(c2c(c(c(c(c2F)F)O)F)F)c(c(c(c(c1F)F)F)F)F
100,MeCN,ammonia,52,10.5,"2,4-dinitrophenol",1.41,Agilent 6495,ESI,1.546120768,0.136120768,0.28,27.86,5.8,10.5,1,TRUE,"MeCN/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",c1cc(c(cc1N(=O)=O)N(=O)=O)O
100,MeCN,ammonia,52,10.5,3-nitrophenol,0.6,Agilent 6495,ESI,0.755250391,0.155250391,0.28,27.86,5.8,10.5,1,TRUE,"MeCN/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",c1cc(cc(c1)O)N(=O)=O
100,MeCN,ammonia,52,10.5,phthalimide,-3,Agilent 6495,ESI,-2.002284629,0.997715371,0.28,27.86,5.8,10.5,1,TRUE,"MeCN/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",c1ccc2c(c1)C(=NC2=O)O
100,MeCN,ammonia,52,10.5,"2,4,6-trinitro-1,3-benzenediol",2.17,Agilent 6495,ESI,1.946382973,0.223617027,0.28,27.86,5.8,10.5,1,FALSE,"MeCN/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",c1c(c(c(c(c1N(=O)=O)O)N(=O)=O)O)N(=O)=O
0,MeCN,-,0,7,benzoic acid,-0.29,Agilent 6495,ESI,-0.065547283,0.224452717,0.88,71.76,10.2,7,0,TRUE,"MeCN/water 0/100 c_overall = 0 mM, pH_aq = 7",c1ccc(cc1)C(=O)O
0,MeCN,-,0,7,4-nitrophenol,1.02,Agilent 6495,ESI,0.836907436,0.183092564,0.88,71.76,10.2,7,0,TRUE,"MeCN/water 0/100 c_overall = 0 mM, pH_aq = 7",c1cc(ccc1N(=O)=O)O
0,MeCN,-,0,7,3-(trifluoromethyl)phenol,2.13,Agilent 6495,ESI,1.33057655,0.79942345,0.88,71.76,10.2,7,0,TRUE,"MeCN/water 0/100 c_overall = 0 mM, pH_aq = 7",c1cc(cc(c1)O)C(F)(F)F
0,MeCN,-,0,7,salicylic acid,0.68,Agilent 6495,ESI,0.631169221,0.048830779,0.88,71.76,10.2,7,0,FALSE,"MeCN/water 0/100 c_overall = 0 mM, pH_aq = 7",c1ccc(c(c1)C(=O)O)O
0,MeCN,-,0,7,sorbic acid,-0.37,Agilent 6495,ESI,-0.382853736,0.012853736,0.88,71.76,10.2,7,0,TRUE,"MeCN/water 0/100 c_overall = 0 mM, pH_aq = 7",C/C=C/C=C/C(=O)O
0,MeCN,-,0,7,3-nitrobenzenesulfonic acid,0.9,Agilent 6495,ESI,0.691682124,0.208317876,0.88,71.76,10.2,7,0,FALSE,"MeCN/water 0/100 c_overall = 0 mM, pH_aq = 7",c1cc(cc(c1)S(=O)(=O)O)N(=O)=O
0,MeCN,-,0,7,"3,5-diiodosalicylic acid",1.62,Agilent 6495,ESI,0.874111374,0.745888626,0.88,71.76,10.2,7,0,FALSE,"MeCN/water 0/100 c_overall = 0 mM, pH_aq = 7",c1c(cc(c(c1C(=O)O)O)I)I
0,MeCN,-,0,7,4-phenylphenol,0.33,Agilent 6495,ESI,-0.247693564,0.577693564,0.88,71.76,10.2,7,0,TRUE,"MeCN/water 0/100 c_overall = 0 mM, pH_aq = 7",c1ccc(cc1)c1ccc(cc1)O
0,MeCN,-,0,7,4-hydroxybenzoic acid,-0.1,Agilent 6495,ESI,-0.136477564,0.036477564,0.88,71.76,10.2,7,0,FALSE,"MeCN/water 0/100 c_overall = 0 mM, pH_aq = 7",c1cc(ccc1C(=O)O)O
0,MeCN,-,0,7,"3,5-dinitrobenzoic acid",1.07,Agilent 6495,ESI,0.773151995,0.296848005,0.88,71.76,10.2,7,0,TRUE,"MeCN/water 0/100 c_overall = 0 mM, pH_aq = 7",c1c(cc(cc1N(=O)=O)N(=O)=O)C(=O)O
0,MeCN,-,0,7,naphthalenesulfonic acid,0.77,Agilent 6495,ESI,0.794674524,0.024674524,0.88,71.76,10.2,7,0,TRUE,"MeCN/water 0/100 c_overall = 0 mM, pH_aq = 7",c1ccc2c(c1)cccc2S(=O)(=O)O
0,MeCN,-,0,7,"4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol",2.14,Agilent 6495,ESI,1.46144,0.67856,0.88,71.76,10.2,7,0,FALSE,"MeCN/water 0/100 c_overall = 0 mM, pH_aq = 7",c1(c2c(c(c(c(c2F)F)O)F)F)c(c(c(c(c1F)F)F)F)F
0,MeCN,-,0,7,"2,4-dinitrophenol",1.05,Agilent 6495,ESI,0.919450636,0.130549364,0.88,71.76,10.2,7,0,TRUE,"MeCN/water 0/100 c_overall = 0 mM, pH_aq = 7",c1cc(c(cc1N(=O)=O)N(=O)=O)O
0,MeCN,-,0,7,3-nitrophenol,0.85,Agilent 6495,ESI,0.563487792,0.286512208,0.88,71.76,10.2,7,0,TRUE,"MeCN/water 0/100 c_overall = 0 mM, pH_aq = 7",c1cc(cc(c1)O)N(=O)=O
0,MeCN,-,0,7,phthalimide,-1.21,Agilent 6495,ESI,-0.994039429,0.215960571,0.88,71.76,10.2,7,0,TRUE,"MeCN/water 0/100 c_overall = 0 mM, pH_aq = 7",c1ccc2c(c1)C(=NC2=O)O
0,MeCN,-,0,7,4-aminobenzoic acid,-0.56,Agilent 6495,ESI,-0.514531061,0.045468939,0.88,71.76,10.2,7,0,FALSE,"MeCN/water 0/100 c_overall = 0 mM, pH_aq = 7",c1cc(ccc1C(=O)O)N
0,MeCN,-,0,7,"2,4,6-trinitro-1,3-benzenediol",1.78,Agilent 6495,ESI,1.223831825,0.556168175,0.88,71.76,10.2,7,0,TRUE,"MeCN/water 0/100 c_overall = 0 mM, pH_aq = 7",c1c(c(c(c(c1N(=O)=O)O)N(=O)=O)O)N(=O)=O
20,MeCN,-,0,7,benzoic acid,0.42,Agilent 6495,ESI,0.032212962,0.387787038,0.93,42.11062016,9.32,7,0,TRUE,"MeCN/water 20/80 c_overall = 0 mM, pH_aq = 7",c1ccc(cc1)C(=O)O
20,MeCN,-,0,7,4-nitrophenol,1.36,Agilent 6495,ESI,0.946379611,0.413620389,0.93,42.11062016,9.32,7,0,TRUE,"MeCN/water 20/80 c_overall = 0 mM, pH_aq = 7",c1cc(ccc1N(=O)=O)O
20,MeCN,-,0,7,3-(trifluoromethyl)phenol,2.48,Agilent 6495,ESI,2.033152364,0.446847636,0.93,42.11062016,9.32,7,0,TRUE,"MeCN/water 20/80 c_overall = 0 mM, pH_aq = 7",c1cc(cc(c1)O)C(F)(F)F
20,MeCN,-,0,7,salicylic acid,1.03,Agilent 6495,ESI,0.669887888,0.360112112,0.93,42.11062016,9.32,7,0,TRUE,"MeCN/water 20/80 c_overall = 0 mM, pH_aq = 7",c1ccc(c(c1)C(=O)O)O
20,MeCN,-,0,7,sorbic acid,0.09,Agilent 6495,ESI,-0.378127215,0.468127215,0.93,42.11062016,9.32,7,0,TRUE,"MeCN/water 20/80 c_overall = 0 mM, pH_aq = 7",C/C=C/C=C/C(=O)O
20,MeCN,-,0,7,3-nitrobenzenesulfonic acid,1.15,Agilent 6495,ESI,0.985495458,0.164504542,0.93,42.11062016,9.32,7,0,TRUE,"MeCN/water 20/80 c_overall = 0 mM, pH_aq = 7",c1cc(cc(c1)S(=O)(=O)O)N(=O)=O
20,MeCN,-,0,7,"3,5-diiodosalicylic acid",2.03,Agilent 6495,ESI,1.499520561,0.530479439,0.93,42.11062016,9.32,7,0,FALSE,"MeCN/water 20/80 c_overall = 0 mM, pH_aq = 7",c1c(cc(c(c1C(=O)O)O)I)I
20,MeCN,-,0,7,4-phenylphenol,0.27,Agilent 6495,ESI,0.209030873,0.060969127,0.93,42.11062016,9.32,7,0,TRUE,"MeCN/water 20/80 c_overall = 0 mM, pH_aq = 7",c1ccc(cc1)c1ccc(cc1)O
20,MeCN,-,0,7,4-hydroxybenzoic acid,0.27,Agilent 6495,ESI,0.118654658,0.151345342,0.93,42.11062016,9.32,7,0,TRUE,"MeCN/water 20/80 c_overall = 0 mM, pH_aq = 7",c1cc(ccc1C(=O)O)O
20,MeCN,-,0,7,"3,5-dinitrobenzoic acid",1.48,Agilent 6495,ESI,0.978252303,0.501747697,0.93,42.11062016,9.32,7,0,FALSE,"MeCN/water 20/80 c_overall = 0 mM, pH_aq = 7",c1c(cc(cc1N(=O)=O)N(=O)=O)C(=O)O
20,MeCN,-,0,7,naphthalenesulfonic acid,1.2,Agilent 6495,ESI,1.012225476,0.187774524,0.93,42.11062016,9.32,7,0,TRUE,"MeCN/water 20/80 c_overall = 0 mM, pH_aq = 7",c1ccc2c(c1)cccc2S(=O)(=O)O
20,MeCN,-,0,7,"4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol",2.53,Agilent 6495,ESI,2.05813495,0.47186505,0.93,42.11062016,9.32,7,0,FALSE,"MeCN/water 20/80 c_overall = 0 mM, pH_aq = 7",c1(c2c(c(c(c(c2F)F)O)F)F)c(c(c(c(c1F)F)F)F)F
20,MeCN,-,0,7,"2,4-dinitrophenol",1.5,Agilent 6495,ESI,1.238718862,0.261281138,0.93,42.11062016,9.32,7,0,TRUE,"MeCN/water 20/80 c_overall = 0 mM, pH_aq = 7",c1cc(c(cc1N(=O)=O)N(=O)=O)O
20,MeCN,-,0,7,3-nitrophenol,1.26,Agilent 6495,ESI,0.887436726,0.372563274,0.93,42.11062016,9.32,7,0,TRUE,"MeCN/water 20/80 c_overall = 0 mM, pH_aq = 7",c1cc(cc(c1)O)N(=O)=O
20,MeCN,-,0,7,phthalimide,-0.72,Agilent 6495,ESI,-1.041550738,0.321550738,0.93,42.11062016,9.32,7,0,TRUE,"MeCN/water 20/80 c_overall = 0 mM, pH_aq = 7",c1ccc2c(c1)C(=NC2=O)O
20,MeCN,-,0,7,4-aminobenzoic acid,-0.08,Agilent 6495,ESI,-0.333646424,0.253646424,0.93,42.11062016,9.32,7,0,TRUE,"MeCN/water 20/80 c_overall = 0 mM, pH_aq = 7",c1cc(ccc1C(=O)O)N
20,MeCN,-,0,7,"2,4,6-trinitro-1,3-benzenediol",1.91,Agilent 6495,ESI,1.569753684,0.340246316,0.93,42.11062016,9.32,7,0,TRUE,"MeCN/water 20/80 c_overall = 0 mM, pH_aq = 7",c1c(c(c(c(c1N(=O)=O)O)N(=O)=O)O)N(=O)=O
40,MeCN,-,0,7,benzoic acid,0.1,Agilent 6495,ESI,0.174135472,0.074135472,0.89,31.10415488,8.44,7,0,TRUE,"MeCN/water 40/60 c_overall = 0 mM, pH_aq = 7",c1ccc(cc1)C(=O)O
40,MeCN,-,0,7,4-nitrophenol,1.16,Agilent 6495,ESI,0.947768651,0.212231349,0.89,31.10415488,8.44,7,0,TRUE,"MeCN/water 40/60 c_overall = 0 mM, pH_aq = 7",c1cc(ccc1N(=O)=O)O
40,MeCN,-,0,7,3-(trifluoromethyl)phenol,2.37,Agilent 6495,ESI,2.115412215,0.254587785,0.89,31.10415488,8.44,7,0,TRUE,"MeCN/water 40/60 c_overall = 0 mM, pH_aq = 7",c1cc(cc(c1)O)C(F)(F)F
40,MeCN,-,0,7,salicylic acid,0.84,Agilent 6495,ESI,0.739373787,0.100626213,0.89,31.10415488,8.44,7,0,TRUE,"MeCN/water 40/60 c_overall = 0 mM, pH_aq = 7",c1ccc(c(c1)C(=O)O)O
40,MeCN,-,0,7,sorbic acid,-0.27,Agilent 6495,ESI,-0.231874817,0.038125183,0.89,31.10415488,8.44,7,0,TRUE,"MeCN/water 40/60 c_overall = 0 mM, pH_aq = 7",C/C=C/C=C/C(=O)O
40,MeCN,-,0,7,3-nitrobenzenesulfonic acid,0.95,Agilent 6495,ESI,0.969231892,0.019231892,0.89,31.10415488,8.44,7,0,TRUE,"MeCN/water 40/60 c_overall = 0 mM, pH_aq = 7",c1cc(cc(c1)S(=O)(=O)O)N(=O)=O
40,MeCN,-,0,7,"3,5-diiodosalicylic acid",1.84,Agilent 6495,ESI,1.688598345,0.151401655,0.89,31.10415488,8.44,7,0,TRUE,"MeCN/water 40/60 c_overall = 0 mM, pH_aq = 7",c1c(cc(c(c1C(=O)O)O)I)I
40,MeCN,-,0,7,4-phenylphenol,-0.16,Agilent 6495,ESI,-0.01886087,0.14113913,0.89,31.10415488,8.44,7,0,TRUE,"MeCN/water 40/60 c_overall = 0 mM, pH_aq = 7",c1ccc(cc1)c1ccc(cc1)O
40,MeCN,-,0,7,4-hydroxybenzoic acid,0.06,Agilent 6495,ESI,0.143975154,0.083975154,0.89,31.10415488,8.44,7,0,TRUE,"MeCN/water 40/60 c_overall = 0 mM, pH_aq = 7",c1cc(ccc1C(=O)O)O
40,MeCN,-,0,7,"3,5-dinitrobenzoic acid",1.23,Agilent 6495,ESI,1.21796897,0.01203103,0.89,31.10415488,8.44,7,0,TRUE,"MeCN/water 40/60 c_overall = 0 mM, pH_aq = 7",c1c(cc(cc1N(=O)=O)N(=O)=O)C(=O)O
40,MeCN,-,0,7,naphthalenesulfonic acid,0.98,Agilent 6495,ESI,1.132512857,0.152512857,0.89,31.10415488,8.44,7,0,FALSE,"MeCN/water 40/60 c_overall = 0 mM, pH_aq = 7",c1ccc2c(c1)cccc2S(=O)(=O)O
40,MeCN,-,0,7,"4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol",2.15,Agilent 6495,ESI,2.014401974,0.135598026,0.89,31.10415488,8.44,7,0,FALSE,"MeCN/water 40/60 c_overall = 0 mM, pH_aq = 7",c1(c2c(c(c(c(c2F)F)O)F)F)c(c(c(c(c1F)F)F)F)F
40,MeCN,-,0,7,"2,4-dinitrophenol",1.17,Agilent 6495,ESI,1.274871179,0.104871179,0.89,31.10415488,8.44,7,0,FALSE,"MeCN/water 40/60 c_overall = 0 mM, pH_aq = 7",c1cc(c(cc1N(=O)=O)N(=O)=O)O
40,MeCN,-,0,7,3-nitrophenol,0.92,Agilent 6495,ESI,0.883624809,0.036375191,0.89,31.10415488,8.44,7,0,TRUE,"MeCN/water 40/60 c_overall = 0 mM, pH_aq = 7",c1cc(cc(c1)O)N(=O)=O
40,MeCN,-,0,7,phthalimide,-0.99,Agilent 6495,ESI,-0.9181966,0.0718034,0.89,31.10415488,8.44,7,0,TRUE,"MeCN/water 40/60 c_overall = 0 mM, pH_aq = 7",c1ccc2c(c1)C(=NC2=O)O
40,MeCN,-,0,7,4-aminobenzoic acid,-0.36,Agilent 6495,ESI,-0.278214749,0.081785251,0.89,31.10415488,8.44,7,0,TRUE,"MeCN/water 40/60 c_overall = 0 mM, pH_aq = 7",c1cc(ccc1C(=O)O)N
40,MeCN,-,0,7,"2,4,6-trinitro-1,3-benzenediol",1.73,Agilent 6495,ESI,1.658769782,0.071230218,0.89,31.10415488,8.44,7,0,TRUE,"MeCN/water 40/60 c_overall = 0 mM, pH_aq = 7",c1c(c(c(c(c1N(=O)=O)O)N(=O)=O)O)N(=O)=O
60,MeCN,-,0,7,benzoic acid,0.45,Agilent 6495,ESI,0.321221962,0.128778038,0.77,30.53237952,7.56,7,0,FALSE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",c1ccc(cc1)C(=O)O
60,MeCN,-,0,7,4-nitrophenol,1.46,Agilent 6495,ESI,1.056881366,0.403118634,0.77,30.53237952,7.56,7,0,TRUE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",c1cc(ccc1N(=O)=O)O
60,MeCN,-,0,7,3-(trifluoromethyl)phenol,2.76,Agilent 6495,ESI,2.270495331,0.489504669,0.77,30.53237952,7.56,7,0,TRUE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",c1cc(cc(c1)O)C(F)(F)F
60,MeCN,-,0,7,salicylic acid,1.16,Agilent 6495,ESI,0.810192959,0.349807041,0.77,30.53237952,7.56,7,0,TRUE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",c1ccc(c(c1)C(=O)O)O
60,MeCN,-,0,7,sorbic acid,0.11,Agilent 6495,ESI,-0.095310557,0.205310557,0.77,30.53237952,7.56,7,0,TRUE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",C/C=C/C=C/C(=O)O
60,MeCN,-,0,7,3-nitrobenzenesulfonic acid,1.29,Agilent 6495,ESI,1.093000506,0.196999494,0.77,30.53237952,7.56,7,0,TRUE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",c1cc(cc(c1)S(=O)(=O)O)N(=O)=O
60,MeCN,-,0,7,"3,5-diiodosalicylic acid",2.3,Agilent 6495,ESI,1.891794828,0.408205172,0.77,30.53237952,7.56,7,0,TRUE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",c1c(cc(c(c1C(=O)O)O)I)I
60,MeCN,-,0,7,4-phenylphenol,0.09,Agilent 6495,ESI,0.164117778,0.074117778,0.77,30.53237952,7.56,7,0,FALSE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",c1ccc(cc1)c1ccc(cc1)O
60,MeCN,-,0,7,4-hydroxybenzoic acid,0.48,Agilent 6495,ESI,0.218546431,0.261453569,0.77,30.53237952,7.56,7,0,TRUE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",c1cc(ccc1C(=O)O)O
60,MeCN,-,0,7,"3,5-dinitrobenzoic acid",1.58,Agilent 6495,ESI,1.299437496,0.280562504,0.77,30.53237952,7.56,7,0,TRUE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",c1c(cc(cc1N(=O)=O)N(=O)=O)C(=O)O
60,MeCN,-,0,7,naphthalenesulfonic acid,1.54,Agilent 6495,ESI,1.346603608,0.193396392,0.77,30.53237952,7.56,7,0,TRUE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",c1ccc2c(c1)cccc2S(=O)(=O)O
60,MeCN,-,0,7,"4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol",2.5,Agilent 6495,ESI,2.21607903,0.28392097,0.77,30.53237952,7.56,7,0,TRUE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",c1(c2c(c(c(c(c2F)F)O)F)F)c(c(c(c(c1F)F)F)F)F
60,MeCN,-,0,7,"2,4-dinitrophenol",1.63,Agilent 6495,ESI,1.381163107,0.248836893,0.77,30.53237952,7.56,7,0,FALSE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",c1cc(c(cc1N(=O)=O)N(=O)=O)O
60,MeCN,-,0,7,3-nitrophenol,1.26,Agilent 6495,ESI,0.94891836,0.31108164,0.77,30.53237952,7.56,7,0,TRUE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",c1cc(cc(c1)O)N(=O)=O
60,MeCN,-,0,7,phthalimide,-0.8,Agilent 6495,ESI,-0.817542947,0.017542947,0.77,30.53237952,7.56,7,0,TRUE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",c1ccc2c(c1)C(=NC2=O)O
60,MeCN,-,0,7,4-aminobenzoic acid,0.03,Agilent 6495,ESI,-0.188259454,0.218259454,0.77,30.53237952,7.56,7,0,TRUE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",c1cc(ccc1C(=O)O)N
60,MeCN,-,0,7,"2,4,6-trinitro-1,3-benzenediol",2.15,Agilent 6495,ESI,1.764854894,0.385145106,0.77,30.53237952,7.56,7,0,TRUE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",c1c(c(c(c(c1N(=O)=O)O)N(=O)=O)O)N(=O)=O
60,MeCN,-,0,7,benzoic acid,0.64,Agilent 6495,ESI,0.321221962,0.318778038,0.77,30.53237952,7.56,7,0,TRUE,"MeCN/water 60/40 c_overall = 0 mM, pH_aq = 7",c1ccc(cc1)C(=O)O
80,MeCN,-,0,7,4-nitrophenol,1.45,Agilent 6495,ESI,1.043437172,0.406562828,0.57,32.18706944,6.68,7,0,TRUE,"MeCN/water 80/20 c_overall = 0 mM, pH_aq = 7",c1cc(ccc1N(=O)=O)O
80,MeCN,-,0,7,3-(trifluoromethyl)phenol,2.82,Agilent 6495,ESI,2.432435118,0.387564882,0.57,32.18706944,6.68,7,0,TRUE,"MeCN/water 80/20 c_overall = 0 mM, pH_aq = 7",c1cc(cc(c1)O)C(F)(F)F
80,MeCN,-,0,7,salicylic acid,1.27,Agilent 6495,ESI,0.609986744,0.660013256,0.57,32.18706944,6.68,7,0,FALSE,"MeCN/water 80/20 c_overall = 0 mM, pH_aq = 7",c1ccc(c(c1)C(=O)O)O
80,MeCN,-,0,7,sorbic acid,0.02,Agilent 6495,ESI,-0.283178504,0.303178504,0.57,32.18706944,6.68,7,0,TRUE,"MeCN/water 80/20 c_overall = 0 mM, pH_aq = 7",C/C=C/C=C/C(=O)O
80,MeCN,-,0,7,3-nitrobenzenesulfonic acid,1.22,Agilent 6495,ESI,1.05796889,0.16203111,0.57,32.18706944,6.68,7,0,TRUE,"MeCN/water 80/20 c_overall = 0 mM, pH_aq = 7",c1cc(cc(c1)S(=O)(=O)O)N(=O)=O
80,MeCN,-,0,7,"3,5-diiodosalicylic acid",2.42,Agilent 6495,ESI,2.117311843,0.302688157,0.57,32.18706944,6.68,7,0,TRUE,"MeCN/water 80/20 c_overall = 0 mM, pH_aq = 7",c1c(cc(c(c1C(=O)O)O)I)I
80,MeCN,-,0,7,4-phenylphenol,-0.01,Agilent 6495,ESI,0.392394736,0.402394736,0.57,32.18706944,6.68,7,0,FALSE,"MeCN/water 80/20 c_overall = 0 mM, pH_aq = 7",c1ccc(cc1)c1ccc(cc1)O
80,MeCN,-,0,7,4-hydroxybenzoic acid,0.54,Agilent 6495,ESI,0.160683926,0.379316074,0.57,32.18706944,6.68,7,0,FALSE,"MeCN/water 80/20 c_overall = 0 mM, pH_aq = 7",c1cc(ccc1C(=O)O)O
80,MeCN,-,0,7,"3,5-dinitrobenzoic acid",1.6,Agilent 6495,ESI,1.206147298,0.393852702,0.57,32.18706944,6.68,7,0,FALSE,"MeCN/water 80/20 c_overall = 0 mM, pH_aq = 7",c1c(cc(cc1N(=O)=O)N(=O)=O)C(=O)O
80,MeCN,-,0,7,naphthalenesulfonic acid,1.7,Agilent 6495,ESI,1.438265274,0.261734726,0.57,32.18706944,6.68,7,0,TRUE,"MeCN/water 80/20 c_overall = 0 mM, pH_aq = 7",c1ccc2c(c1)cccc2S(=O)(=O)O
80,MeCN,-,0,7,"4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol",2.6,Agilent 6495,ESI,2.401789629,0.198210371,0.57,32.18706944,6.68,7,0,TRUE,"MeCN/water 80/20 c_overall = 0 mM, pH_aq = 7",c1(c2c(c(c(c(c2F)F)O)F)F)c(c(c(c(c1F)F)F)F)F
80,MeCN,-,0,7,"2,4-dinitrophenol",1.56,Agilent 6495,ESI,1.462984895,0.097015105,0.57,32.18706944,6.68,7,0,TRUE,"MeCN/water 80/20 c_overall = 0 mM, pH_aq = 7",c1cc(c(cc1N(=O)=O)N(=O)=O)O
80,MeCN,-,0,7,3-nitrophenol,1.17,Agilent 6495,ESI,0.966511753,0.203488247,0.57,32.18706944,6.68,7,0,TRUE,"MeCN/water 80/20 c_overall = 0 mM, pH_aq = 7",c1cc(cc(c1)O)N(=O)=O
80,MeCN,-,0,7,phthalimide,-0.98,Agilent 6495,ESI,-0.742706164,0.237293836,0.57,32.18706944,6.68,7,0,TRUE,"MeCN/water 80/20 c_overall = 0 mM, pH_aq = 7",c1ccc2c(c1)C(=NC2=O)O
80,MeCN,-,0,7,4-aminobenzoic acid,0.05,Agilent 6495,ESI,-0.438373563,0.488373563,0.57,32.18706944,6.68,7,0,TRUE,"MeCN/water 80/20 c_overall = 0 mM, pH_aq = 7",c1cc(ccc1C(=O)O)N
80,MeCN,-,0,7,"2,4,6-trinitro-1,3-benzenediol",2.18,Agilent 6495,ESI,1.641948709,0.538051291,0.57,32.18706944,6.68,7,0,FALSE,"MeCN/water 80/20 c_overall = 0 mM, pH_aq = 7",c1c(c(c(c(c1N(=O)=O)O)N(=O)=O)O)N(=O)=O
100,MeCN,-,0,7,benzoic acid,-3.4,Agilent 6495,ESI,-1.254235457,2.145764543,0.28,27.86,5.8,7,0,TRUE,"MeCN/water 100/0 c_overall = 0 mM, pH_aq = 7",c1ccc(cc1)C(=O)O
100,MeCN,-,0,7,4-nitrophenol,0.34,Agilent 6495,ESI,0.971384522,0.631384522,0.28,27.86,5.8,7,0,FALSE,"MeCN/water 100/0 c_overall = 0 mM, pH_aq = 7",c1cc(ccc1N(=O)=O)O
100,MeCN,-,0,7,3-(trifluoromethyl)phenol,2.6,Agilent 6495,ESI,2.485893311,0.114106689,0.28,27.86,5.8,7,0,FALSE,"MeCN/water 100/0 c_overall = 0 mM, pH_aq = 7",c1cc(cc(c1)O)C(F)(F)F
100,MeCN,-,0,7,salicylic acid,0.13,Agilent 6495,ESI,0.752282356,0.622282356,0.28,27.86,5.8,7,0,TRUE,"MeCN/water 100/0 c_overall = 0 mM, pH_aq = 7",c1ccc(c(c1)C(=O)O)O
100,MeCN,-,0,7,sorbic acid,-3.02,Agilent 6495,ESI,-1.491051968,1.528948032,0.28,27.86,5.8,7,0,TRUE,"MeCN/water 100/0 c_overall = 0 mM, pH_aq = 7",C/C=C/C=C/C(=O)O
100,MeCN,-,0,7,3-nitrobenzenesulfonic acid,0.08,Agilent 6495,ESI,0.827988353,0.747988353,0.28,27.86,5.8,7,0,TRUE,"MeCN/water 100/0 c_overall = 0 mM, pH_aq = 7",c1cc(cc(c1)S(=O)(=O)O)N(=O)=O
100,MeCN,-,0,7,"3,5-diiodosalicylic acid",1.9,Agilent 6495,ESI,2.026338784,0.126338784,0.28,27.86,5.8,7,0,TRUE,"MeCN/water 100/0 c_overall = 0 mM, pH_aq = 7",c1c(cc(c(c1C(=O)O)O)I)I
100,MeCN,-,0,7,4-phenylphenol,-2.56,Agilent 6495,ESI,-0.974499643,1.585500357,0.28,27.86,5.8,7,0,TRUE,"MeCN/water 100/0 c_overall = 0 mM, pH_aq = 7",c1ccc(cc1)c1ccc(cc1)O
100,MeCN,-,0,7,4-hydroxybenzoic acid,-1.7,Agilent 6495,ESI,-0.812675029,0.887324971,0.28,27.86,5.8,7,0,TRUE,"MeCN/water 100/0 c_overall = 0 mM, pH_aq = 7",c1cc(ccc1C(=O)O)O
100,MeCN,-,0,7,"3,5-dinitrobenzoic acid",0.98,Agilent 6495,ESI,1.287430981,0.307430981,0.28,27.86,5.8,7,0,TRUE,"MeCN/water 100/0 c_overall = 0 mM, pH_aq = 7",c1c(cc(cc1N(=O)=O)N(=O)=O)C(=O)O
100,MeCN,-,0,7,naphthalenesulfonic acid,1.14,Agilent 6495,ESI,1.288736306,0.148736306,0.28,27.86,5.8,7,0,TRUE,"MeCN/water 100/0 c_overall = 0 mM, pH_aq = 7",c1ccc2c(c1)cccc2S(=O)(=O)O
