compound_name,SMILES,inchikey,ESI_mode,logRF_original,isotope_correction,organic_modifier,organic_pc,vendor,instrument_model,mass_analyzer,ESI_source,eluent_composition,publication,doi,viscosity,surface_tension,polarity_index,pH.aq.,NH4,logP,apKa1,apKa2,bpKa1,bpKa2
4-hydroxybenzoic acid,C1=CC(=CC=C1C(=O)O)O,FJKROLUGYXJWQN-UHFFFAOYSA-N,negative,0.74,108.5474435,MeOH,60,NA,Agilent 6495,NA,ESI,"MeOH/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.53,29.957232,7.14,10.5,1,1.33,4.38,9.67,-6.06,NA
"3,5-dinitrobenzoic acid",C1=C(C=C(C=C1N(=O)=O)N(=O)=O)C(=O)O,VYWYYJYRVSBHJQ-UHFFFAOYSA-N,negative,1.56,110.0088789,MeOH,60,NA,Agilent 6495,NA,ESI,"MeOH/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.53,29.957232,7.14,10.5,1,1.51,3.3,NA,NA,NA
naphthalenesulfonic acid,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O,PSZYNBSKGUBXEH-UHFFFAOYSA-N,negative,1.31,117.8205384,MeOH,60,NA,Agilent 6495,NA,ESI,"MeOH/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.53,29.957232,7.14,10.5,1,2.14,-1.77,NA,NA,NA
"4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol",C1(C2=C(C(=C(C(=C2F)F)O)F)F)=C(C(=C(C(=C1F)F)F)F)F,MLXJPZBMOLLESC-UHFFFAOYSA-N,negative,2.14,113.9564412,MeOH,60,NA,Agilent 6495,NA,ESI,"MeOH/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.53,29.957232,7.14,10.5,1,4.6,5.74,NA,-6.68,NA
"2,4-dinitrophenol",C1=CC(=C(C=C1N(=O)=O)N(=O)=O)O,UFBJCMHMOXMLKC-UHFFFAOYSA-N,negative,1.63,108.6135262,MeOH,60,NA,Agilent 6495,NA,ESI,"MeOH/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.53,29.957232,7.14,10.5,1,1.55,4.04,NA,-7.8,NA
3-nitrophenol,C1=CC(=CC(=C1)O)N(=O)=O,RTZZCYNQPHTPPL-UHFFFAOYSA-N,negative,1.33,107.7610125,MeOH,60,NA,Agilent 6495,NA,ESI,"MeOH/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.53,29.957232,7.14,10.5,1,1.61,8.27,NA,-6.05,NA
phthalimide,C1=CC=C2C(=C1)C(=NC2=O)O,XKJCHHZQLQNZHY-UHFFFAOYSA-N,negative,0.28,109.7564551,MeOH,60,NA,Agilent 6495,NA,ESI,"MeOH/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.53,29.957232,7.14,10.5,1,1.06,6.22,NA,-2.9,NA
4-aminobenzoic acid,C1=CC(=CC=C1C(=O)O)N,ALYNCZNDIQEVRV-UHFFFAOYSA-N,negative,0.57,108.5929963,MeOH,60,NA,Agilent 6495,NA,ESI,"MeOH/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.53,29.957232,7.14,10.5,1,0.8,4.77,NA,2.69,NA
"2,4,6-trinitro-1,3-benzenediol",C1=C(C(=C(C(=C1N(=O)=O)O)N(=O)=O)O)N(=O)=O,IXHMHWIBCIYOAZ-UHFFFAOYSA-N,negative,1.8,109.8163178,MeOH,60,NA,Agilent 6495,NA,ESI,"MeOH/NH3 60/40 c_overall = 21 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.53,29.957232,7.14,10.5,1,1.19,1.25,2.37,-8.23,-8.23
benzoic acid,C1=CC=C(C=C1)C(=O)O,WPYMKLBDIGXBTP-UHFFFAOYSA-N,negative,0.75,108.2276665,MeOH,80,NA,Agilent 6495,NA,ESI,"MeOH/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.16,27.309248,6.12,10.5,1,1.63,4.08,NA,NA,NA
4-nitrophenol,C1=CC(=CC=C1N(=O)=O)O,BTJIUGUIPKRLHP-UHFFFAOYSA-N,negative,1.67,107.7610125,MeOH,80,NA,Agilent 6495,NA,ESI,"MeOH/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.16,27.309248,6.12,10.5,1,1.61,7.04,NA,-7.06,NA
3-(trifluoromethyl)phenol,C1=CC(=CC(=C1)O)C(F)(F)F,UGEJOEBBMPOJMT-UHFFFAOYSA-N,negative,2.28,108.0221671,MeOH,80,NA,Agilent 6495,NA,ESI,"MeOH/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.16,27.309248,6.12,10.5,1,2.55,9.1,NA,-5.99,NA
salicylic acid,C1=CC=C(C(=C1)C(=O)O)O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,negative,1.3,108.5474435,MeOH,80,NA,Agilent 6495,NA,ESI,"MeOH/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.16,27.309248,6.12,10.5,1,1.98,2.79,13.23,-6.29,NA
sorbic acid,C/C=C/C=C/C(=O)O,WSWCOQWTEOXDQX-MQQKCMAXSA-N,negative,0.59,107.0759057,MeOH,80,NA,Agilent 6495,NA,ESI,"MeOH/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.16,27.309248,6.12,10.5,1,1.45,4.78,NA,NA,NA
3-nitrobenzenesulfonic acid,C1=CC(=CC(=C1)S(=O)(=O)O)N(=O)=O,ONMOULMPIIOVTQ-UHFFFAOYSA-N,negative,1.33,113.8022558,MeOH,80,NA,Agilent 6495,NA,ESI,"MeOH/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.16,27.309248,6.12,10.5,1,1.09,-3.05,NA,NA,NA
"3,5-diiodosalicylic acid",C1=C(C=C(C(=C1C(=O)O)O)I)I,DHZVWQPHNWDCFS-UHFFFAOYSA-N,negative,2.03,108.5474435,MeOH,80,NA,Agilent 6495,NA,ESI,"MeOH/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.16,27.309248,6.12,10.5,1,3.84,2.51,10.67,-7.1,NA
4-phenylphenol,C1=CC=C(C=C1)C2=CC=C(C=C2)O,YXVFYQXJAXKLAK-UHFFFAOYSA-N,negative,0.98,114.0714544,MeOH,80,NA,Agilent 6495,NA,ESI,"MeOH/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.16,27.309248,6.12,10.5,1,3.32,9.89,NA,-5.48,NA
4-hydroxybenzoic acid,C1=CC(=CC=C1C(=O)O)O,FJKROLUGYXJWQN-UHFFFAOYSA-N,negative,0.77,108.5474435,MeOH,80,NA,Agilent 6495,NA,ESI,"MeOH/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.16,27.309248,6.12,10.5,1,1.33,4.38,9.67,-6.06,NA
"3,5-dinitrobenzoic acid",C1=C(C=C(C=C1N(=O)=O)N(=O)=O)C(=O)O,VYWYYJYRVSBHJQ-UHFFFAOYSA-N,negative,1.73,110.0088789,MeOH,80,NA,Agilent 6495,NA,ESI,"MeOH/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.16,27.309248,6.12,10.5,1,1.51,3.3,NA,NA,NA
naphthalenesulfonic acid,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O,PSZYNBSKGUBXEH-UHFFFAOYSA-N,negative,1.37,117.8205384,MeOH,80,NA,Agilent 6495,NA,ESI,"MeOH/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.16,27.309248,6.12,10.5,1,2.14,-1.77,NA,NA,NA
"4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol",C1(C2=C(C(=C(C(=C2F)F)O)F)F)=C(C(=C(C(=C1F)F)F)F)F,MLXJPZBMOLLESC-UHFFFAOYSA-N,negative,2.35,113.9564412,MeOH,80,NA,Agilent 6495,NA,ESI,"MeOH/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.16,27.309248,6.12,10.5,1,4.6,5.74,NA,-6.68,NA
"2,4-dinitrophenol",C1=CC(=C(C=C1N(=O)=O)N(=O)=O)O,UFBJCMHMOXMLKC-UHFFFAOYSA-N,negative,1.84,108.6135262,MeOH,80,NA,Agilent 6495,NA,ESI,"MeOH/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.16,27.309248,6.12,10.5,1,1.55,4.04,NA,-7.8,NA
3-nitrophenol,C1=CC(=CC(=C1)O)N(=O)=O,RTZZCYNQPHTPPL-UHFFFAOYSA-N,negative,1.53,107.7610125,MeOH,80,NA,Agilent 6495,NA,ESI,"MeOH/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.16,27.309248,6.12,10.5,1,1.61,8.27,NA,-6.05,NA
phthalimide,C1=CC=C2C(=C1)C(=NC2=O)O,XKJCHHZQLQNZHY-UHFFFAOYSA-N,negative,0.37,109.7564551,MeOH,80,NA,Agilent 6495,NA,ESI,"MeOH/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.16,27.309248,6.12,10.5,1,1.06,6.22,NA,-2.9,NA
4-aminobenzoic acid,C1=CC(=CC=C1C(=O)O)N,ALYNCZNDIQEVRV-UHFFFAOYSA-N,negative,0.59,108.5929963,MeOH,80,NA,Agilent 6495,NA,ESI,"MeOH/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.16,27.309248,6.12,10.5,1,0.8,4.77,NA,2.69,NA
"2,4,6-trinitro-1,3-benzenediol",C1=C(C(=C(C(=C1N(=O)=O)O)N(=O)=O)O)N(=O)=O,IXHMHWIBCIYOAZ-UHFFFAOYSA-N,negative,1.93,109.8163178,MeOH,80,NA,Agilent 6495,NA,ESI,"MeOH/NH3 80/20 c_overall = 10 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,1.16,27.309248,6.12,10.5,1,1.19,1.25,2.37,-8.23,-8.23
benzoic acid,C1=CC=C(C=C1)C(=O)O,WPYMKLBDIGXBTP-UHFFFAOYSA-N,negative,1.03,108.2276665,MeOH,100,NA,Agilent 6495,NA,ESI,"MeOH/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.51,22.12,5.1,10.5,1,1.63,4.08,NA,NA,NA
4-nitrophenol,C1=CC(=CC=C1N(=O)=O)O,BTJIUGUIPKRLHP-UHFFFAOYSA-N,negative,1.95,107.7610125,MeOH,100,NA,Agilent 6495,NA,ESI,"MeOH/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.51,22.12,5.1,10.5,1,1.61,7.04,NA,-7.06,NA
3-(trifluoromethyl)phenol,C1=CC(=CC(=C1)O)C(F)(F)F,UGEJOEBBMPOJMT-UHFFFAOYSA-N,negative,2.82,108.0221671,MeOH,100,NA,Agilent 6495,NA,ESI,"MeOH/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.51,22.12,5.1,10.5,1,2.55,9.1,NA,-5.99,NA
salicylic acid,C1=CC=C(C(=C1)C(=O)O)O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,negative,1.67,108.5474435,MeOH,100,NA,Agilent 6495,NA,ESI,"MeOH/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.51,22.12,5.1,10.5,1,1.98,2.79,13.23,-6.29,NA
sorbic acid,C/C=C/C=C/C(=O)O,WSWCOQWTEOXDQX-MQQKCMAXSA-N,negative,0.79,107.0759057,MeOH,100,NA,Agilent 6495,NA,ESI,"MeOH/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.51,22.12,5.1,10.5,1,1.45,4.78,NA,NA,NA
3-nitrobenzenesulfonic acid,C1=CC(=CC(=C1)S(=O)(=O)O)N(=O)=O,ONMOULMPIIOVTQ-UHFFFAOYSA-N,negative,1.78,113.8022558,MeOH,100,NA,Agilent 6495,NA,ESI,"MeOH/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.51,22.12,5.1,10.5,1,1.09,-3.05,NA,NA,NA
"3,5-diiodosalicylic acid",C1=C(C=C(C(=C1C(=O)O)O)I)I,DHZVWQPHNWDCFS-UHFFFAOYSA-N,negative,2.03,108.5474435,MeOH,100,NA,Agilent 6495,NA,ESI,"MeOH/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.51,22.12,5.1,10.5,1,3.84,2.51,10.67,-7.1,NA
4-phenylphenol,C1=CC=C(C=C1)C2=CC=C(C=C2)O,YXVFYQXJAXKLAK-UHFFFAOYSA-N,negative,1.28,114.0714544,MeOH,100,NA,Agilent 6495,NA,ESI,"MeOH/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.51,22.12,5.1,10.5,1,3.32,9.89,NA,-5.48,NA
4-hydroxybenzoic acid,C1=CC(=CC=C1C(=O)O)O,FJKROLUGYXJWQN-UHFFFAOYSA-N,negative,0.93,108.5474435,MeOH,100,NA,Agilent 6495,NA,ESI,"MeOH/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.51,22.12,5.1,10.5,1,1.33,4.38,9.67,-6.06,NA
"3,5-dinitrobenzoic acid",C1=C(C=C(C=C1N(=O)=O)N(=O)=O)C(=O)O,VYWYYJYRVSBHJQ-UHFFFAOYSA-N,negative,1.96,110.0088789,MeOH,100,NA,Agilent 6495,NA,ESI,"MeOH/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.51,22.12,5.1,10.5,1,1.51,3.3,NA,NA,NA
naphthalenesulfonic acid,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O,PSZYNBSKGUBXEH-UHFFFAOYSA-N,negative,1.64,117.8205384,MeOH,100,NA,Agilent 6495,NA,ESI,"MeOH/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.51,22.12,5.1,10.5,1,2.14,-1.77,NA,NA,NA
"4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol",C1(C2=C(C(=C(C(=C2F)F)O)F)F)=C(C(=C(C(=C1F)F)F)F)F,MLXJPZBMOLLESC-UHFFFAOYSA-N,negative,2.75,113.9564412,MeOH,100,NA,Agilent 6495,NA,ESI,"MeOH/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.51,22.12,5.1,10.5,1,4.6,5.74,NA,-6.68,NA
"2,4-dinitrophenol",C1=CC(=C(C=C1N(=O)=O)N(=O)=O)O,UFBJCMHMOXMLKC-UHFFFAOYSA-N,negative,2.32,108.6135262,MeOH,100,NA,Agilent 6495,NA,ESI,"MeOH/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.51,22.12,5.1,10.5,1,1.55,4.04,NA,-7.8,NA
3-nitrophenol,C1=CC(=CC(=C1)O)N(=O)=O,RTZZCYNQPHTPPL-UHFFFAOYSA-N,negative,1.88,107.7610125,MeOH,100,NA,Agilent 6495,NA,ESI,"MeOH/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.51,22.12,5.1,10.5,1,1.61,8.27,NA,-6.05,NA
phthalimide,C1=CC=C2C(=C1)C(=NC2=O)O,XKJCHHZQLQNZHY-UHFFFAOYSA-N,negative,0.28,109.7564551,MeOH,100,NA,Agilent 6495,NA,ESI,"MeOH/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.51,22.12,5.1,10.5,1,1.06,6.22,NA,-2.9,NA
4-aminobenzoic acid,C1=CC(=CC=C1C(=O)O)N,ALYNCZNDIQEVRV-UHFFFAOYSA-N,negative,0.68,108.5929963,MeOH,100,NA,Agilent 6495,NA,ESI,"MeOH/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.51,22.12,5.1,10.5,1,0.8,4.77,NA,2.69,NA
"2,4,6-trinitro-1,3-benzenediol",C1=C(C(=C(C(=C1N(=O)=O)O)N(=O)=O)O)N(=O)=O,IXHMHWIBCIYOAZ-UHFFFAOYSA-N,negative,2.16,109.8163178,MeOH,100,NA,Agilent 6495,NA,ESI,"MeOH/NH3 100/0 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.51,22.12,5.1,10.5,1,1.19,1.25,2.37,-8.23,-8.23
benzoic acid,C1=CC=C(C=C1)C(=O)O,WPYMKLBDIGXBTP-UHFFFAOYSA-N,negative,0.6,108.2276665,MeCN,0,NA,Agilent 6495,NA,ESI,"MeCN/NH3 0/100 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.88,71.76,10.2,10.5,1,1.63,4.08,NA,NA,NA
4-nitrophenol,C1=CC(=CC=C1N(=O)=O)O,BTJIUGUIPKRLHP-UHFFFAOYSA-N,negative,1.36,107.7610125,MeCN,0,NA,Agilent 6495,NA,ESI,"MeCN/NH3 0/100 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.88,71.76,10.2,10.5,1,1.61,7.04,NA,-7.06,NA
3-(trifluoromethyl)phenol,C1=CC(=CC(=C1)O)C(F)(F)F,UGEJOEBBMPOJMT-UHFFFAOYSA-N,negative,1.27,108.0221671,MeCN,0,NA,Agilent 6495,NA,ESI,"MeCN/NH3 0/100 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.88,71.76,10.2,10.5,1,2.55,9.1,NA,-5.99,NA
salicylic acid,C1=CC=C(C(=C1)C(=O)O)O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,negative,1.26,108.5474435,MeCN,0,NA,Agilent 6495,NA,ESI,"MeCN/NH3 0/100 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.88,71.76,10.2,10.5,1,1.98,2.79,13.23,-6.29,NA
sorbic acid,C/C=C/C=C/C(=O)O,WSWCOQWTEOXDQX-MQQKCMAXSA-N,negative,-0.34,107.0759057,MeCN,0,NA,Agilent 6495,NA,ESI,"MeCN/NH3 0/100 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.88,71.76,10.2,10.5,1,1.45,4.78,NA,NA,NA
3-nitrobenzenesulfonic acid,C1=CC(=CC(=C1)S(=O)(=O)O)N(=O)=O,ONMOULMPIIOVTQ-UHFFFAOYSA-N,negative,1.13,113.8022558,MeCN,0,NA,Agilent 6495,NA,ESI,"MeCN/NH3 0/100 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.88,71.76,10.2,10.5,1,1.09,-3.05,NA,NA,NA
"3,5-diiodosalicylic acid",C1=C(C=C(C(=C1C(=O)O)O)I)I,DHZVWQPHNWDCFS-UHFFFAOYSA-N,negative,0.92,108.5474435,MeCN,0,NA,Agilent 6495,NA,ESI,"MeCN/NH3 0/100 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.88,71.76,10.2,10.5,1,3.84,2.51,10.67,-7.1,NA
4-phenylphenol,C1=CC=C(C=C1)C2=CC=C(C=C2)O,YXVFYQXJAXKLAK-UHFFFAOYSA-N,negative,0.19,114.0714544,MeCN,0,NA,Agilent 6495,NA,ESI,"MeCN/NH3 0/100 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.88,71.76,10.2,10.5,1,3.32,9.89,NA,-5.48,NA
4-hydroxybenzoic acid,C1=CC(=CC=C1C(=O)O)O,FJKROLUGYXJWQN-UHFFFAOYSA-N,negative,-0.2,108.5474435,MeCN,0,NA,Agilent 6495,NA,ESI,"MeCN/NH3 0/100 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.88,71.76,10.2,10.5,1,1.33,4.38,9.67,-6.06,NA
"3,5-dinitrobenzoic acid",C1=C(C=C(C=C1N(=O)=O)N(=O)=O)C(=O)O,VYWYYJYRVSBHJQ-UHFFFAOYSA-N,negative,1.37,110.0088789,MeCN,0,NA,Agilent 6495,NA,ESI,"MeCN/NH3 0/100 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.88,71.76,10.2,10.5,1,1.51,3.3,NA,NA,NA
naphthalenesulfonic acid,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)O,PSZYNBSKGUBXEH-UHFFFAOYSA-N,negative,1.31,117.8205384,MeCN,0,NA,Agilent 6495,NA,ESI,"MeCN/NH3 0/100 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.88,71.76,10.2,10.5,1,2.14,-1.77,NA,NA,NA
"4-(pentafluorophenyl)-2,3,5,6-tetrafluorophenol",C1(C2=C(C(=C(C(=C2F)F)O)F)F)=C(C(=C(C(=C1F)F)F)F)F,MLXJPZBMOLLESC-UHFFFAOYSA-N,negative,1.46,113.9564412,MeCN,0,NA,Agilent 6495,NA,ESI,"MeCN/NH3 0/100 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.88,71.76,10.2,10.5,1,4.6,5.74,NA,-6.68,NA
"2,4-dinitrophenol",C1=CC(=C(C=C1N(=O)=O)N(=O)=O)O,UFBJCMHMOXMLKC-UHFFFAOYSA-N,negative,1.03,108.6135262,MeCN,0,NA,Agilent 6495,NA,ESI,"MeCN/NH3 0/100 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.88,71.76,10.2,10.5,1,1.55,4.04,NA,-7.8,NA
3-nitrophenol,C1=CC(=CC(=C1)O)N(=O)=O,RTZZCYNQPHTPPL-UHFFFAOYSA-N,negative,0.38,107.7610125,MeCN,0,NA,Agilent 6495,NA,ESI,"MeCN/NH3 0/100 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.88,71.76,10.2,10.5,1,1.61,8.27,NA,-6.05,NA
phthalimide,C1=CC=C2C(=C1)C(=NC2=O)O,XKJCHHZQLQNZHY-UHFFFAOYSA-N,negative,-0.06,109.7564551,MeCN,0,NA,Agilent 6495,NA,ESI,"MeCN/NH3 0/100 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.88,71.76,10.2,10.5,1,1.06,6.22,NA,-2.9,NA
4-aminobenzoic acid,C1=CC(=CC=C1C(=O)O)N,ALYNCZNDIQEVRV-UHFFFAOYSA-N,negative,-0.51,108.5929963,MeCN,0,NA,Agilent 6495,NA,ESI,"MeCN/NH3 0/100 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.88,71.76,10.2,10.5,1,0.8,4.77,NA,2.69,NA
"2,4,6-trinitro-1,3-benzenediol",C1=C(C(=C(C(=C1N(=O)=O)O)N(=O)=O)O)N(=O)=O,IXHMHWIBCIYOAZ-UHFFFAOYSA-N,negative,1.03,109.8163178,MeCN,0,NA,Agilent 6495,NA,ESI,"MeCN/NH3 0/100 c_overall = 52 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.88,71.76,10.2,10.5,1,1.19,1.25,2.37,-8.23,-8.23
benzoic acid,C1=CC=C(C=C1)C(=O)O,WPYMKLBDIGXBTP-UHFFFAOYSA-N,negative,0.17,108.2276665,MeCN,20,NA,Agilent 6495,NA,ESI,"MeCN/NH3 20/80 c_overall = 41 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.93,42.11062016,9.32,10.5,1,1.63,4.08,NA,NA,NA
4-nitrophenol,C1=CC(=CC=C1N(=O)=O)O,BTJIUGUIPKRLHP-UHFFFAOYSA-N,negative,0.93,107.7610125,MeCN,20,NA,Agilent 6495,NA,ESI,"MeCN/NH3 20/80 c_overall = 41 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.93,42.11062016,9.32,10.5,1,1.61,7.04,NA,-7.06,NA
3-(trifluoromethyl)phenol,C1=CC(=CC(=C1)O)C(F)(F)F,UGEJOEBBMPOJMT-UHFFFAOYSA-N,negative,2.27,108.0221671,MeCN,20,NA,Agilent 6495,NA,ESI,"MeCN/NH3 20/80 c_overall = 41 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.93,42.11062016,9.32,10.5,1,2.55,9.1,NA,-5.99,NA
salicylic acid,C1=CC=C(C(=C1)C(=O)O)O,YGSDEFSMJLZEOE-UHFFFAOYSA-N,negative,0.63,108.5474435,MeCN,20,NA,Agilent 6495,NA,ESI,"MeCN/NH3 20/80 c_overall = 41 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.93,42.11062016,9.32,10.5,1,1.98,2.79,13.23,-6.29,NA
sorbic acid,C/C=C/C=C/C(=O)O,WSWCOQWTEOXDQX-MQQKCMAXSA-N,negative,-0.19,107.0759057,MeCN,20,NA,Agilent 6495,NA,ESI,"MeCN/NH3 20/80 c_overall = 41 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.93,42.11062016,9.32,10.5,1,1.45,4.78,NA,NA,NA
3-nitrobenzenesulfonic acid,C1=CC(=CC(=C1)S(=O)(=O)O)N(=O)=O,ONMOULMPIIOVTQ-UHFFFAOYSA-N,negative,0.85,113.8022558,MeCN,20,NA,Agilent 6495,NA,ESI,"MeCN/NH3 20/80 c_overall = 41 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.93,42.11062016,9.32,10.5,1,1.09,-3.05,NA,NA,NA
"3,5-diiodosalicylic acid",C1=C(C=C(C(=C1C(=O)O)O)I)I,DHZVWQPHNWDCFS-UHFFFAOYSA-N,negative,1.82,108.5474435,MeCN,20,NA,Agilent 6495,NA,ESI,"MeCN/NH3 20/80 c_overall = 41 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.93,42.11062016,9.32,10.5,1,3.84,2.51,10.67,-7.1,NA
4-phenylphenol,C1=CC=C(C=C1)C2=CC=C(C=C2)O,YXVFYQXJAXKLAK-UHFFFAOYSA-N,negative,0.15,114.0714544,MeCN,20,NA,Agilent 6495,NA,ESI,"MeCN/NH3 20/80 c_overall = 41 mM, pH_aq = 10.5",Liigand,10.1038/s41598-020-62573-z,0.93,42.11062016,9.32,10.5,1,3.32,9.89,NA,-5.48,NA
